"Identification.id","Identification.Name","Identification.Year","Physical.Absolute Magnitude","Physical.Size.Minimum Estimated Diameter","Physical.Size.Maximum Estimated Diameter","Physical.Hazardous","Approach.Miss Distance","Approach.Relative Velocity","Orbital.Orbiting Body"
"3686281","(2014 QO434)","2014","20.5","0.2111324448","0.4721064988","True","70976460.14656922","26109.0840366688","Earth"
"54357155","(2022 YT10)","2022","21.78","0.1170994827","0.2618424035","True","60022542.85623275","49032.5827544896","Earth"
"3742337","(2016 CB136)","2016","18.7","0.4836764882","1.0815335068","True","25470790.14590364","45497.6832308954","Earth"
"54319881","(2022 UD8)","2022","24.32","0.0363542322","0.0812905344","True","60558388.8879655","58125.3590434514","Earth"
"2518810","518810 (2010 CF19)","2010","21.85","0.1133848361","0.2535362011","True","53058612.99329443","21998.6712171739","Earth"
"3774559","(2017 JU1)","2017","24.9","0.0278326768","0.0622357573","True","53774596.91123324","48032.9151677791","Earth"
"2439877","439877 (1999 XM141)","1999","19.69","0.3065878759","0.6855513317","True","29630092.158331856","66062.3663244604","Earth"
"3720769","(2015 KH157)","2015","19.89","0.2796114661","0.6252302454","True","48540522.0317645","88133.9400165056","Earth"
"3170231","(2003 YL118)","2003","21.6","0.1272198785","0.2844722965","True","6338341.370494011","60786.8334056704","Earth"
"3449591","(2009 EP2)","2009","21.61","0.1266353563","0.283165265","True","57399477.467565335","79810.6482446177","Earth"
"3841851","(2019 JX5)","2019","26.43","0.0137579896","0.0307638","True","30976179.043477096","43929.5164308835","Earth"
"3825768","(2018 OQ)","2018","26.8","0.0116025908","0.0259441818","True","48316909.16448266","61540.2257161183","Earth"
"3728523","(2015 SY)","2015","23.41","0.0552783379","0.1236061213","True","16260881.428155515","43644.0473436827","Earth"
"3744155","(2016 CR247)","2016","21.82","0.1149621763","0.257063241","True","32543379.823324967","27280.9183203332","Earth"
"3545981","(2010 RM82)","2010","25.9","0.0175612318","0.0392681082","True","19611403.15605543","61475.2422169234","Earth"
"2357622","357622 (2005 EY95)","2005","20.32","0.229379698","0.5129085974","True","71757340.20394571","77458.1709819546","Earth"
"2004450","4450 Pan (1987 SY)","1987","17.28","0.930154254","2.0798881414","True","6205901.149480477","63108.8987245229","Earth"
"2326354","326354 (2000 SJ344)","2000","22.78","0.0738847787","0.1652113876","True","44057474.13192547","19333.4632705129","Earth"
"54133143","(2021 FM3)","2021","26.26","0.014878357","0.0332690178","True","34159860.29576017","38928.9160391915","Earth"
"3063058","(2000 WC1)","2000","22.52","0.0832827346","0.1862258558","True","21185580.91128394","34420.0860006048","Earth"
"2162269","162269 (1999 VO6)","1999","16.97","1.0728894545","2.3990537526","True","50297927.75184198","83367.9370457777","Earth"
"54281981","(2022 LE1)","2022","25.82","0.0182202771","0.0407417781","True","39793031.25083089","72933.4009054066","Earth"
"3592308","(2012 AP10)","2012","26.5","0.0133215567","0.0297879063","True","33738038.3439731","38685.6365804356","Earth"
"3869346","(2019 SV6)","2019","23.8","0.046190746","0.1032856481","True","62089790.59832664","95610.6451175278","Earth"
"54073358","(2020 TT7)","2020","22.27","0.0934447651","0.2089488469","True","27857530.244210854","12927.2795518881","Earth"
"54426240","(2024 CF3)","2024","26.3","0.0146067964","0.0326617897","True","36241873.84129604","43507.0601646534","Earth"
"3674010","(2014 MV18)","2014","23.83","0.0455569852","0.1018685158","True","19540555.280319575","32006.3185887578","Earth"
"3781644","(2017 SN10)","2017","25.7","0.0192555078","0.0430566244","True","8057251.235242047","14047.4786000198","Earth"
"2417816","417816 (2007 FA)","2007","20.27","0.2347226375","0.5248557734","True","33246737.127523653","35076.6670722151","Earth"
"3742058","(2016 BX80)","2016","20.78","0.185590173","0.4149922428","True","16057747.118016489","45796.5821827246","Earth"
"3684349","(2014 QQ362)","2014","24.14","0.0394961694","0.0883161196","True","8863233.890003478","57047.2322095699","Earth"
"2162361","162361 (2000 AF6)","2000","20.24","0.2379879547","0.5321572445","True","11068482.405938812","36805.4175569414","Earth"
"3020976","(1999 JZ10)","1999","22.22","0.0956213733","0.2138158908","True","10311803.050308594","70032.1582230847","Earth"
"3433365","(2008 UE7)","2008","20.4","0.2210828104","0.4943561926","True","6548575.954578129","37336.4114077937","Earth"
"54413293","(2023 XV1)","2023","21.34","0.1434019235","0.320656449","True","52161596.92300231","52811.6974775647","Earth"
"3574344","(2011 OV18)","2011","19.7","0.3051792326","0.6824015094","True","69564708.11413555","85654.1929481615","Earth"
"54374472","(2023 MG6)","2023","20.19","0.2435314063","0.5445527791","True","2571229.801511339","44661.5867060287","Earth"
"3836084","(2018 VG3)","2018","20.89","0.1764229081","0.3944936153","True","63626716.94306709","64989.2428204658","Earth"
"2620100","620100 (2016 WJ1)","2016","21.35","0.1427430515","0.3191831664","True","70464555.50363487","27443.7927778199","Earth"
"3152317","(2003 GQ22)","2003","21.48","0.1344481952","0.3006353038","True","42033144.05900248","42341.9350926481","Earth"
"2474163","474163 (1999 SO5)","1999","20.99","0.1684825693","0.3767384779","True","73349442.38700317","59028.6060484632","Earth"
"2484795","484795 (2009 DE47)","2009","18.58","0.5111577815","1.1429835468","True","59686816.887156375","41003.1538920191","Earth"
"54275851","(2022 GN5)","2022","18.64","0.4972273129","1.1118340719","True","27934233.874251485","79197.514781971","Earth"
"2475534","475534 (2006 TS7)","2006","21.25","0.1494703242","0.3342258056","True","58120669.59046883","46209.0383115224","Earth"
"2365071","365071 (2009 AV)","2009","18.18","0.6145468212","1.3741684676","True","71500318.12306996","102409.4650537098","Earth"
"3024030","(1999 VX25)","1999","26.7","0.0121494041","0.0271668934","True","35227528.95443162","23984.0010940422","Earth"
"2141527","141527 (2002 FG7)","2002","18.94","0.4330668855","0.9683669947","True","35141617.90460781","48990.5587273068","Earth"
"3836131","(2018 VT5)","2018","28.5","0.0053034072","0.0118587791","True","62725435.76270233","79769.2531738914","Earth"
"3092474","(2001 VC2)","2001","21.29","0.1467421834","0.3281254972","True","32548547.44238753","23805.6105707255","Earth"
"3893637","(2019 VF6)","2019","21.15","0.1565146436","0.3499773825","True","30489188.87860616","74105.5961823955","Earth"
"54142826","(2021 HC3)","2021","21.57","0.1289896833","0.2884297004","True","7428680.718696319","93420.2609905432","Earth"
"2208023","208023 (1999 AQ10)","1999","20.52","0.2091967709","0.4677782004","True","45725465.0405463","35741.3065616679","Earth"
"2490581","490581 (2009 WZ104)","2009","20.85","0.1797028549","0.4018277992","True","42227394.45475219","20943.3207037233","Earth"
"3752784","(2016 JC6)","2016","21.37","0.1414343753","0.3162568776","True","61678307.80412888","53270.1391282092","Earth"
"3601342","(2012 EZ11)","2012","21.54","0.1307841086","0.2924421572","True","58716502.09418397","31105.725345249","Earth"
"3989284","(2020 BW12)","2020","26.1","0.0160160338","0.0358129403","True","46176361.38324723","50233.3293058488","Earth"
"2439437","439437 (2013 NK4)","2013","18.94","0.4330668855","0.9683669947","True","55126072.91004736","39217.0445363441","Earth"
"2090403","90403 (2003 YE45)","2003","17.78","0.7388477866","1.6521138758","True","33769291.32866777","60573.3721564975","Earth"
"3545631","(2010 RF31)","2010","25.2","0.0242412481","0.0542050786","True","43441180.170104064","48824.0281841188","Earth"
"2438955","438955 (2010 LN14)","2010","21.01","0.1669379118","0.3732845187","True","37062619.32250183","29270.141654097","Earth"
"3426410","(2008 QV11)","2008","21.34","0.1434019235","0.320656449","True","43150639.609350145","37912.0225307666","Earth"
"3170209","(2003 YH136)","2003","19.13","0.3967847541","0.8872376825","True","40245849.31281005","153119.0963491819","Earth"
"2484402","484402 (2007 XH16)","2007","19.68","0.3080030213","0.6887156928","True","39887948.70577997","49813.5250584706","Earth"
"3102742","(2002 AS4)","2002","22.26","0.0938760865","0.2099133109","True","67653009.72402345","96033.3131027534","Earth"
"3467148","(2009 RZ3)","2009","18.82","0.4576726672","1.0233871954","True","69869003.00225301","102157.203640099","Earth"
"3656921","(2014 BH3)","2014","20.15","0.2480589932","0.5546767711","True","39687711.62766965","79347.9650090213","Earth"
"2003122","3122 Florence (1981 ET3)","1981","14.1","4.0230457983","8.9958038817","True","17010283.385962564","47095.5685374619","Earth"
"3102774","(2002 AJ69)","2002","21.3","0.1460679643","0.3266178974","True","58133300.766943984","67910.457994992","Earth"
"3794976","(2017 YH1)","2017","21.24","0.1501602479","0.3357685218","True","50241521.800159544","68246.5656619778","Earth"
"2418849","418849 (2008 WM64)","2008","20.47","0.2140695897","0.4786741544","True","9525390.983377794","62623.6837386808","Earth"
"54382898","(2023 RG9)","2023","25.76","0.0187307418","0.0418832119","True","56076673.32171649","24105.6838026909","Earth"
"2005645","5645 (1990 SP)","1990","17.23","0.9518203298","2.1283349598","True","48875261.417848","64462.7126472372","Earth"
"3843733","(2019 QK7)","2019","25.5","0.0211132445","0.0472106499","True","30641078.13918095","21443.2413936394","Earth"
"54316644","(2022 SF95)","2022","20.51","0.2101623793","0.4699373665","True","47694251.38407038","79236.6705887944","Earth"
"2242450","242450 (2004 QY2)","2004","14.65","3.122877701","6.9829668249","True","48722087.32100693","110491.710935436","Earth"
"54017288","(2020 KG6)","2020","19.31","0.365220357","0.8166575449","True","71378488.51994064","163143.6347367011","Earth"
"3786451","(2017 TN6)","2017","21.16","0.1557955241","0.3483693825","True","22392701.158899877","77740.2117764345","Earth"
"2136795","136795 Tatsunokingo (1997 BQ)","1997","18.11","0.634680239","1.4191881584","True","65902378.82772487","78610.0565100445","Earth"
"54184275","(2021 OC5)","2021","18.31","0.5788352575","1.2943149835","True","69652414.20376128","27401.2740897012","Earth"
"3709252","(2015 BE513)","2015","22.0","0.1058168859","0.2366137501","True","43617246.331404015","72758.5415108125","Earth"
"2162567","162567 (2000 RW37)","2000","19.97","0.2694976463","0.602615057","True","11566114.7837641","37614.2546141363","Earth"
"3843340","(2019 OM)","2019","22.56","0.0817626533","0.1828268509","True","60631667.66924971","54533.0413104829","Earth"
"54322868","(2022 US21)","2022","21.83","0.1144339731","0.2558821427","True","69051937.25465456","73027.2937196826","Earth"
"3371143","(2007 EO88)","2007","26.4","0.0139493823","0.0311917671","True","68206599.6787952","87857.8569872597","Earth"
"2216523","216523 (2001 HY7)","2001","20.7","0.1925550782","0.4305662442","True","66806145.60661925","64567.7122916876","Earth"
"54354968","(2023 FJ19)","2023","22.28","0.0930154254","0.2079888141","True","58550267.7592168","21101.2089333183","Earth"
"54390825","(2023 TW)","2023","27.28","0.0093015425","0.0207988814","True","58469252.94295958","48462.3802118653","Earth"
"3303213","(2005 WD)","2005","21.93","0.1092835959","0.2443655492","True","12521007.756715013","63131.4608228222","Earth"
"3843398","(2019 OX2)","2019","24.35","0.0358554334","0.0801751865","True","24071814.743954133","16161.7451096741","Earth"
"2087684","87684 (2000 SY2)","2000","16.01","1.6693791177","3.7328451875","True","60706195.66754736","100908.269169912","Earth"
"54320710","(2022 UQ10)","2022","24.59","0.0321036917","0.0717860371","True","12473933.226490203","37298.8404312228","Earth"
"3758274","(2016 QC45)","2016","21.81","0.1154928176","0.258249791","True","66453988.28621526","85836.0502956218","Earth"
"3878577","(2019 TF2)","2019","26.3","0.0146067964","0.0326617897","True","6445016.021242131","5585.4100661905","Earth"
"2450293","450293 (2004 LV3)","2004","18.83","0.4555698523","1.0186851583","True","10367762.781464392","75163.5905676588","Earth"
"3430492","(2008 TP26)","2008","23.82","0.0457672667","0.1023387195","True","52245916.55068506","32428.3985725562","Earth"
"2504256","504256 (2006 VD13)","2006","19.07","0.407901194","0.912094798","True","5626322.214984244","32297.6189128946","Earth"
"3766497","(2017 AQ19)","2017","20.86","0.1788771952","0.3999815682","True","37374911.50331247","54060.9311408778","Earth"
"2085770","85770 (1998 UP1)","1998","20.71","0.191670368","0.428587972","True","37100696.6179508","81001.0055493184","Earth"
"2437844","437844 (1999 MN)","1999","21.19","0.1536579294","0.3435895754","True","22361516.974265616","72600.3272305948","Earth"
"3840745","(2019 FM2)","2019","20.61","0.2007035141","0.4487867009","True","58531378.42512636","56464.0460056512","Earth"
"3182823","(2004 KG1)","2004","23.96","0.0429096504","0.0959488953","True","63927001.44140516","85237.9770153485","Earth"
"3661493","(2014 CD13)","2014","21.33","0.1440638367","0.3221365319","True","59670902.8751828","68132.7726610248","Earth"
"54375849","(2023 OF2)","2023","21.21","0.152249185","0.3404395273","True","41313156.33359057","49459.3860340253","Earth"
"2306383","306383 (1993 VD)","1993","21.49","0.1338304618","0.2992540101","True","74512448.69112094","119400.3221514739","Earth"
"2431698","431698 (2008 ES)","2008","18.29","0.5841911542","1.3062911326","True","58489616.66877738","68106.2399792352","Earth"
"3670396","(2014 HM187)","2014","21.4","0.1394938229","0.3119176705","True","36977431.159505434","2420.5013772763","Earth"
"3729846","(2015 TH145)","2015","20.36","0.2251930467","0.5035469604","True","31525329.397220653","46310.7980450012","Earth"
"54320196","(2022 UL9)","2022","21.98","0.1067959975","0.2388031102","True","3233587.206433585","64689.7444463894","Earth"
"3712675","(2015 DR215)","2015","20.51","0.2101623793","0.4699373665","True","20342815.416482866","45818.2736411051","Earth"
"3605565","(2012 LD1)","2012","21.8","0.1160259082","0.2594418179","True","47355192.643726595","31376.2080194466","Earth"
"3781359","(2017 QC36)","2017","20.7","0.1925550782","0.4305662442","True","31394393.008795295","44545.7298459568","Earth"
"3698847","(2014 WT202)","2014","21.1","0.160160338","0.358129403","True","66769344.62035797","59016.201373562","Earth"
"2513171","513171 (2004 MD6)","2004","20.48","0.2130860292","0.4764748465","True","68294568.08828598","56799.3515370372","Earth"
"3558386","(2011 EF17)","2011","19.2","0.3841978911","0.8590926012","True","62975276.03879384","123876.0466224253","Earth"
"3843611","(2019 QU1)","2019","23.8","0.046190746","0.1032856481","True","51740170.40326501","45832.8904586251","Earth"
"2087025","87025 (2000 JT66)","2000","18.14","0.6259720997","1.3997161669","True","58818669.316229634","71102.0294810726","Earth"
"3183851","(2004 LY5)","2004","21.68","0.1226182113","0.2741826558","True","37249917.48635861","79816.8797934703","Earth"
"54134551","(2020 US50)","2020","23.38","0.0560473362","0.1253256538","True","28134843.73529405","28332.8515927537","Earth"
"3736501","(2015 XG261)","2015","23.05","0.065246163","0.1458948557","True","29374603.350905094","108642.8378521588","Earth"
"54374055","(2023 MU3)","2023","22.38","0.0888290416","0.1986277755","True","31500487.773319937","52523.9169110096","Earth"
"3741563","(2016 CO29)","2016","25.0","0.02658","0.0594346868","True","29432044.65448601","25454.3410637496","Earth"
"3739316","(2016 AA10)","2016","20.29","0.2325706875","0.5200438667","True","6371969.415852163","40960.1693740082","Earth"
"3757398","(2016 PQ39)","2016","21.1","0.160160338","0.358129403","True","47341249.61360983","81720.6099658985","Earth"
"3726596","(2015 QR3)","2015","25.7","0.0192555078","0.0430566244","True","58156163.85429545","55065.2485306324","Earth"
"3346460","(2006 SS134)","2006","21.48","0.1344481952","0.3006353038","True","34836646.05620903","81884.5368158117","Earth"
"54440648","(2024 JB6)","2024","19.95","0.2719912773","0.6081909854","True","8914671.427147048","69761.8644847873","Earth"
"54130039","(2021 ET)","2021","21.51","0.1326034968","0.2965104328","True","29738847.31153743","53261.4189238319","Earth"
"3774114","(2017 HG4)","2017","27.7","0.0076657557","0.0171411509","True","43041990.01240165","44546.8124619932","Earth"
"2163364","163364 (2002 OD20)","2002","18.91","0.439091446","0.9818383215","True","11386171.060633536","26720.3465750056","Earth"
"3797851","(2018 BZ2)","2018","20.39","0.2221032822","0.4966380371","True","31958066.3835976","69878.716510919","Earth"
"3714454","(2015 FS117)","2015","21.99","0.1063053145","0.2377059096","True","14468274.057685144","62614.303881669","Earth"
"3401381","(2008 CG)","2008","22.0","0.1058168859","0.2366137501","True","47256899.42308224","62586.7114345679","Earth"
"2175706","175706 (1996 FG3)","1996","18.32","0.5761757511","1.2883681464","True","42782594.695956424","70430.3006094637","Earth"
"3755345","(2016 NG33)","2016","21.5","0.1332155667","0.2978790628","True","25158214.70152616","53396.0955703714","Earth"
"54266171","(2022 FC4)","2022","23.88","0.0445199816","0.0995497053","True","32244320.0677888","44858.7857420266","Earth"
"54327486","(2022 VA3)","2022","22.52","0.0832827346","0.1862258558","True","44567152.75855421","34374.1387806597","Earth"
"2374158","374158 (2004 UL)","2004","18.67","0.4904050984","1.0965791366","True","22117300.53090101","144289.799223134","Earth"
"54420791","(2024 AW4)","2024","20.71","0.191670368","0.428587972","True","20617390.069762096","48454.7635331982","Earth"
"3776300","(2017 NK)","2017","21.2","0.1529519353","0.3420109247","True","33034135.23194572","42980.006506658","Earth"
"2382406","382406 (1996 AJ1)","1996","20.57","0.204434871","0.4571302686","True","58903572.824398994","61489.1252761412","Earth"
"3736677","(2015 XA352)","2015","21.98","0.1067959975","0.2388031102","True","46634348.79962424","14367.0334063993","Earth"
"2086039","86039 (1999 NC43)","1999","15.97","1.7004151927","3.8022439609","True","74218050.46505314","108430.4041117949","Earth"
"3299469","(2005 VY3)","2005","20.15","0.2480589932","0.5546767711","True","69607215.78042415","57888.3594382992","Earth"
"3766497","(2017 AQ19)","2017","20.86","0.1788771952","0.3999815682","True","24229219.767754544","43949.5740776999","Earth"
"3157483","(2003 OC3)","2003","18.83","0.4555698523","1.0186851583","True","13006295.856860232","54023.3029549199","Earth"
"2011500","11500 Tomaiyowit (1989 UR)","1989","18.37","0.5630603897","1.2590413069","True","70486929.46579058","32810.1056290286","Earth"
"3408587","(2008 GU3)","2008","22.59","0.0806408277","0.1803183724","True","64302908.63541439","35513.7417381516","Earth"
"3143112","(2002 VO85)","2002","21.8","0.1160259082","0.2594418179","True","47424401.45039979","37922.0806773389","Earth"
"3640747","(2013 LG16)","2013","19.35","0.3585543342","0.8017518649","True","71189646.83518077","72909.8682577628","Earth"
"3767255","(2017 BO32)","2017","24.3","0.0366906138","0.0820427065","True","70265716.94121225","28618.6888122","Earth"
"3694451","(2014 UQ56)","2014","19.21","0.3824326621","0.8551454293","True","38271544.46841931","86161.038656611","Earth"
"54049834","(2020 OU5)","2020","24.9","0.0278326768","0.0622357573","True","43468334.60699456","37016.5186606853","Earth"
"2467351","467351 (2003 KO2)","2003","20.36","0.2251930467","0.5035469604","True","74681464.8732797","107573.3883808099","Earth"
"54106593","(2021 BZ2)","2021","23.8","0.046190746","0.1032856481","True","47070949.30059181","50903.5164249409","Earth"
"3780695","(2017 PW26)","2017","24.8","0.0291443905","0.0651688382","True","70689032.1490181","57051.0929554128","Earth"
"3582138","(2011 UH20)","2011","21.1","0.160160338","0.358129403","True","53663603.59437502","94595.0129039581","Earth"
"3584582","(2011 UG256)","2011","20.28","0.233644185","0.5224442801","True","63871381.821006805","47913.0248731385","Earth"
"3284923","(2005 OX)","2005","20.63","0.1988634532","0.4446721997","True","9446450.85022088","73942.2228932518","Earth"
"54408397","(2023 WK3)","2023","20.58","0.2034955781","0.4550299458","True","41165397.47020648","75947.503938872","Earth"
"2531899","531899 (2013 BE19)","2013","19.78","0.2941406018","0.6577183805","True","69981291.43275118","86850.0122424332","Earth"
"54097868","(2020 XG)","2020","28.14","0.006259721","0.0139971617","True","9413095.072986128","33664.1859217553","Earth"
"2417871","417871 (2007 MB24)","2007","18.32","0.5761757511","1.2883681464","True","73604355.91582084","88549.4236121129","Earth"
"3774067","(2017 HV2)","2017","28.9","0.004411182","0.0098637028","True","57211532.59211654","61327.7177951142","Earth"
"3521439","(2010 JN71)","2010","21.42","0.1382149359","0.3090579921","True","73517022.89336331","86079.52303637","Earth"
"2452376","452376 (2002 AC5)","2002","19.97","0.2694976463","0.602615057","True","10793583.544155711","51838.8523592958","Earth"
"54161318","(2021 MJ)","2021","20.45","0.2160503512","0.4831032718","True","43043207.08083282","90183.9199818337","Earth"
"3383901","(2007 RT1)","2007","20.6","0.2016299194","0.4508582062","True","47384461.18275613","118204.160114326","Earth"
"54225724","(2021 XD)","2021","25.27","0.0234722638","0.0524855773","True","10753987.800406668","23544.1950489769","Earth"
"2365014","365014 (2008 OX2)","2008","20.1","0.2538370294","0.5675968529","True","72345113.28697225","68600.9762573188","Earth"
"2003362","3362 Khufu (1984 QA)","1984","18.52","0.5254785303","1.1750057146","True","17924561.12064017","43481.0595393126","Earth"
"3147323","(2003 BB21)","2003","21.05","0.1638909515","0.3664713084","True","54813294.35664177","71385.7177665054","Earth"
"3707698","(2015 BN311)","2015","20.66","0.1961349444","0.4385710684","True","2969599.9983285","40982.4636881242","Earth"
"2387668","387668 (2002 SZ)","2002","20.51","0.2101623793","0.4699373665","True","66035815.23591451","44818.6489152368","Earth"
"3114026","(2002 CC14)","2002","24.8","0.0291443905","0.0651688382","True","67186846.66437262","46796.6486919107","Earth"
"54429759","(2024 EK1)","2024","21.93","0.1092835959","0.2443655492","True","51228556.7431476","77316.4558558012","Earth"
"3994619","(2020 DR2)","2020","18.8","0.4619074603","1.0328564805","True","73988226.95243952","121799.851213829","Earth"
"3986739","(2020 BW)","2020","24.3","0.0366906138","0.0820427065","True","49106719.33207072","38158.4292949915","Earth"
"2218017","218017 (2001 XV266)","2001","19.82","0.2887719308","0.6457136672","True","69584644.43883877","66054.4824926455","Earth"
"3789390","(2017 VU13)","2017","20.8","0.1838886721","0.411187571","True","28323156.24750837","50944.6827424314","Earth"
"2468910","468910 (2014 KQ76)","2014","21.67","0.1231841913","0.2754482254","True","46762675.87208149","31688.4161466681","Earth"
"3740101","(2016 AB166)","2016","24.4","0.0350392641","0.0783501764","True","1235606.314986447","78235.4342517862","Earth"
"3464007","(2009 OF)","2009","21.5","0.1332155667","0.2978790628","True","38802289.482061245","68609.0448344243","Earth"
"3785705","(2017 SS32)","2017","22.78","0.0738847787","0.1652113876","True","73739072.83689833","113804.4667628635","Earth"
"3638335","(2013 JV17)","2013","27.8","0.0073207399","0.016369672","True","50072323.19835811","62276.1622368397","Earth"
"54378880","(2023 QL7)","2023","20.72","0.1907897226","0.4266187892","True","57720891.76745369","78102.9073718035","Earth"
"54178992","(2021 PS2)","2021","20.0","0.2658","0.5943468684","True","26864443.12491472","32985.2921740078","Earth"
"3381448","(2007 PV27)","2007","20.34","0.2272767323","0.5082062231","True","40958251.34910829","80322.0035047484","Earth"
"3758926","(2016 RT1)","2016","21.9","0.1108038821","0.2477650126","True","59464022.96349428","65174.1443123584","Earth"
"54330583","(2022 WR9)","2022","27.2","0.0096506147","0.0215794305","True","54550017.588821314","86817.2802468757","Earth"
"2365424","365424 (2010 KX7)","2010","21.91","0.1102947845","0.2466266358","True","42787372.20865338","60349.8538996398","Earth"
"2004769","4769 Castalia (1989 PB)","1989","17.5","0.8405334021","1.8794898244","True","15826761.992902111","65115.6657762078","Earth"
"3666783","(2014 FO47)","2014","20.21","0.2412986969","0.5395602892","True","71374997.23477015","68163.9421468154","Earth"
"3430309","(2008 TC4)","2008","21.65","0.1243240006","0.2779969165","True","31591636.67840627","43688.9342792174","Earth"
"54377396","(2023 QL1)","2023","21.11","0.1594244681","0.3564839479","True","74463808.27511148","56793.0308614916","Earth"
"3388081","(2007 TL23)","2007","21.48","0.1344481952","0.3006353038","True","39214646.03253832","64582.2707073602","Earth"
"2377732","377732 (2005 XJ8)","2005","17.07","1.0246014747","2.2910785472","True","69794367.93675981","118625.400073264","Earth"
"3785706","(2017 SY32)","2017","21.11","0.1594244681","0.3564839479","True","34579567.48717756","53279.8406470994","Earth"
"3765022","(2016 XM)","2016","20.05","0.2597496533","0.580817882","True","50371082.232256","53638.084105844","Earth"
"2512245","512245 (2016 AU8)","2016","19.91","0.2770479727","0.6194981001","True","28545780.81142184","25415.7062323133","Earth"
"2374855","374855 (2006 VQ13)","2006","20.11","0.2526707542","0.5649889822","True","68664726.89438173","104039.185626715","Earth"
"2162783","162783 (2000 YJ11)","2000","20.91","0.1748054532","0.3908768761","True","61027472.14291808","21496.347593171","Earth"
"54146072","(2021 KD)","2021","21.68","0.1226182113","0.2741826558","True","32817481.373340327","49503.330212017","Earth"
"3843363","(2019 OM1)","2019","21.12","0.1586919792","0.3548460529","True","25115210.071113423","43205.1889892717","Earth"
"2497232","497232 (2005 EF)","2005","20.74","0.1890405519","0.4227075246","True","29950265.274612397","35164.982331906","Earth"
"3256328","(2004 TL10)","2004","21.3","0.1460679643","0.3266178974","True","7811510.105346187","42832.3894742408","Earth"
"54017593","(2020 MV1)","2020","24.4","0.0350392641","0.0783501764","True","15315889.949265445","21481.4356335262","Earth"
"54308040","(2022 SY10)","2022","26.87","0.0112345318","0.0251211767","True","25152222.110049695","17891.8543960159","Earth"
"54051583","(2020 QP6)","2020","20.76","0.1873074177","0.4188321187","True","42858118.16336041","32683.3202689401","Earth"
"3789542","(2017 WG2)","2017","20.2","0.2424124811","0.5420507863","True","46261471.590793565","99279.0441520294","Earth"
"3739011","(2015 YU7)","2015","21.37","0.1414343753","0.3162568776","True","21878689.99843849","59228.9581045943","Earth"
"2066391","66391 Moshup (1999 KW4)","1999","16.64","1.2489785407","2.7928009194","True","44306843.24952542","103550.1175827022","Earth"
"3663021","(2014 DO112)","2014","21.21","0.152249185","0.3404395273","True","47567603.383146234","10726.4201510931","Earth"
"2279816","279816 (2000 JE5)","2000","19.27","0.3720103103","0.8318403423","True","14040825.415851844","101445.0178626482","Earth"
"3614980","(2012 UR158)","2012","20.67","0.1952337862","0.4365560173","True","68833560.61201845","155502.4755929296","Earth"
"3739414","(2016 AW65)","2016","24.43","0.0345585074","0.0772751717","True","26692522.485150125","18960.4031161855","Earth"
"3559842","(2011 EO51)","2011","21.2","0.1529519353","0.3420109247","True","57791133.8316552","136640.1853642763","Earth"
"3022970","(1999 SG10)","1999","20.76","0.1873074177","0.4188321187","True","58407787.20235928","114787.8836665862","Earth"
"3989303","(2020 BR13)","2020","20.95","0.1716148941","0.3837425691","True","61948840.50247816","31755.52319233","Earth"
"3071766","(2001 FA58)","2001","21.44","0.1369477737","0.3062245314","True","14500813.434463944","69935.2753600476","Earth"
"2065690","65690 (1991 DG)","1991","19.06","0.4097839804","0.9163048363","True","19490235.95733468","49699.4053862984","Earth"
"54168785","(2021 NP5)","2021","25.73","0.0189913123","0.0424658654","True","11356476.646387672","26043.1051109563","Earth"
"3761739","(2016 UZ40)","2016","23.4","0.0555334912","0.1241766613","True","43256497.23133126","53514.4114772863","Earth"
"3765022","(2016 XM)","2016","20.05","0.2597496533","0.580817882","True","10694241.14876969","38239.4685642865","Earth"
"2434677","434677 (2006 BZ7)","2006","17.46","0.8561600847","1.9144321491","True","60554907.08729998","142179.1046054676","Earth"
"54429759","(2024 EK1)","2024","21.93","0.1092835959","0.2443655492","True","14202046.247482132","39668.9616559721","Earth"
"3434369","(2008 UW91)","2008","21.71","0.1209358264","0.2704207287","True","73004056.82362175","77271.7905818273","Earth"
"2480936","480936 (2003 QH5)","2003","20.26","0.235806068","0.5272783976","True","49504465.01761978","60411.7403670031","Earth"
"3746620","(2016 ED156)","2016","23.56","0.0515887466","0.1153559443","True","65758433.184127495","55943.4411417366","Earth"
"2494710","494710 (2005 MO13)","2005","20.78","0.185590173","0.4149922428","True","46933051.01625111","23969.8577698107","Earth"
"3893742","(2019 WL5)","2019","23.3","0.058150704","0.130028927","True","29184186.595051356","24418.696198511","Earth"
"54248959","(2022 EB1)","2022","25.11","0.0252670754","0.0564988982","True","17662282.035974532","11246.1347159795","Earth"
"3146499","(2003 AF23)","2003","21.01","0.1669379118","0.3732845187","True","56519167.26069228","59301.0424855037","Earth"
"2377097","377097 (2002 WQ4)","2002","19.69","0.3065878759","0.6855513317","True","58448209.01058668","83562.0940923905","Earth"
"3767250","(2017 BS31)","2017","21.96","0.1077841687","0.2410127282","True","6163560.928087774","63090.0231818173","Earth"
"3388311","(2007 TQ24)","2007","22.04","0.1038855101","0.2322950625","True","34592470.76721846","43446.9999617964","Earth"
"2199003","199003 (2005 WJ56)","2005","18.16","0.620233153","1.3868834919","True","57854455.70782752","71297.5286989296","Earth"
