"Identification.id","Identification.Name","Identification.Year","Physical.Absolute Magnitude","Physical.Size.Minimum Estimated Diameter","Physical.Size.Maximum Estimated Diameter","Physical.Hazardous","Approach.Miss Distance","Approach.Relative Velocity","Orbital.Orbiting Body"
"2424482","424482 (2008 DG5)","2008","19.68","0.3080030213","0.6887156928","True","41382325.81098375","49092.6472401568","Earth"
"54412467","(2023 XP)","2023","26.1","0.0160160338","0.0358129403","True","44470185.932464436","40140.7147616314","Earth"
"54377396","(2023 QL1)","2023","21.11","0.1594244681","0.3564839479","True","63992718.080280446","56731.6993885938","Earth"
"54091650","(2020 WZ1)","2020","20.4","0.2210828104","0.4943561926","True","57002383.95393054","79380.477698386","Earth"
"3721164","(2015 LR21)","2015","26.6","0.0127219879","0.0284472297","True","26855045.14736473","40931.5306933674","Earth"
"2530974","530974 (2012 BN11)","2012","20.77","0.1864468183","0.41690776","True","21977534.621871874","49182.5839609307","Earth"
"3693269","(2014 TR57)","2014","25.2","0.0242412481","0.0542050786","True","21067542.297697864","35287.5741539702","Earth"
"3602063","(2012 FO62)","2012","20.2","0.2424124811","0.5420507863","True","53725678.78173791","67442.2203465385","Earth"
"54337707","(2022 YL7)","2022","20.38","0.2231284644","0.4989304142","True","67650601.90142643","69906.3029107657","Earth"
"3437805","(2008 VR4)","2008","23.01","0.0664591797","0.1486072436","True","17726617.2133193","54081.9957042396","Earth"
"54131529","(2021 EM4)","2021","27.14","0.0099209892","0.0221840062","True","9582161.908983668","20542.0211914908","Earth"
"2024443","24443 (2000 OG)","2000","16.42","1.3821493588","3.0905799213","True","73645130.5805442","103691.0116255021","Earth"
"54115824","(2021 CN5)","2021","27.8","0.0073207399","0.016369672","True","64191523.057981245","37163.9047079102","Earth"
"54292689","(2022 OJ5)","2022","28.85","0.0045139316","0.010093458","True","406784.927406791","33863.6793182593","Earth"
"2357439","357439 (2004 BL86)","2004","19.29","0.3685996993","0.8242139842","True","20832161.987162888","50478.0074018338","Earth"
"3337561","(2006 ON1)","2006","21.3","0.1460679643","0.3266178974","True","44151404.76452509","65875.6959800314","Earth"
"3455139","(2009 FL25)","2009","19.38","0.3536347843","0.7907514169","True","44036138.34906799","102164.1658066642","Earth"
"3555155","(2011 AA23)","2011","23.78","0.0466181437","0.1042413384","True","71731865.96057233","25380.0385135033","Earth"
"3753692","(2016 LO1)","2016","25.3","0.0231502122","0.0517654482","True","44801954.28988995","48851.0820124675","Earth"
"3740494","(2016 AF193)","2016","21.9","0.1108038821","0.2477650126","True","50981740.60295792","39386.3195843723","Earth"
"3878564","(2019 TP1)","2019","21.18","0.1543671822","0.3451755128","True","71947909.34018983","84840.1921311502","Earth"
"3825584","(2018 NR1)","2018","24.6","0.0319561887","0.0714562102","True","44466395.99010628","31544.8539402023","Earth"
"54373236","(2023 LV1)","2023","21.38","0.1407845434","0.3148038092","True","48095121.04713972","88567.5476751584","Earth"
"2153201","153201 (2000 WO107)","2000","19.3","0.3669061375","0.8204270649","True","39023165.56102994","119843.4662462225","Earth"
"3398821","(2008 AX1)","2008","21.5","0.1332155667","0.2978790628","True","44501059.77631737","70397.4676163044","Earth"
"2490354","490354 (2009 FF19)","2009","21.4","0.1394938229","0.3119176705","True","43934714.65835581","43834.4494374704","Earth"
"3840701","(2019 FZ)","2019","21.36","0.1420872067","0.317716653","True","55233019.095889315","121717.7055191196","Earth"
"3840745","(2019 FM2)","2019","20.61","0.2007035141","0.4487867009","True","43155169.50765268","51196.4059704394","Earth"
"2551685","551685 (2013 HT15)","2013","21.82","0.1149621763","0.257063241","True","52312092.006227635","49595.0845217227","Earth"
"54213610","(2021 UY3)","2021","24.07","0.0407901194","0.0912094798","True","18215873.770960946","21238.9590075137","Earth"
"2530974","530974 (2012 BN11)","2012","20.77","0.1864468183","0.41690776","True","56376384.725574374","74137.4257911502","Earth"
"3703072","(2014 YS15)","2014","23.5","0.0530340723","0.1185877909","True","51326360.97323429","67626.7338806744","Earth"
"3789083","(2017 UQ51)","2017","20.68","0.1943367684","0.4345502246","True","10536859.222880406","40459.5803602066","Earth"
"54419022","(2024 AX)","2024","22.87","0.0708851033","0.1585039096","True","51488424.743982665","74245.0297204836","Earth"
"3279827","(2005 LQ40)","2005","23.3","0.058150704","0.130028927","True","14861576.492017971","35289.335858572","Earth"
"3581507","(2011 TC4)","2011","20.32","0.229379698","0.5129085974","True","10478987.122313248","89563.8389484006","Earth"
"2385186","385186 (1994 AW1)","1994","17.64","0.7880521833","1.7621382518","True","15588055.61308428","47207.0707850941","Earth"
"3838129","(2019 CU1)","2019","21.36","0.1420872067","0.317716653","True","13781582.031003391","32808.6202870712","Earth"
"3720747","(2015 KX156)","2015","21.6","0.1272198785","0.2844722965","True","69008325.1671309","62229.7956328186","Earth"
"54289576","(2022 MN3)","2022","22.24","0.0947447113","0.2118556149","True","23322363.314131472","20220.9064552746","Earth"
"2395207","395207 (2010 HQ80)","2010","19.62","0.3166321257","0.708010957","True","48732896.051350385","56351.3630800655","Earth"
"54096096","(2020 WG5)","2020","27.75","0.0074912618","0.0167509707","True","40056609.60795726","12767.1662756322","Earth"
"3766049","(2016 YE)","2016","25.9","0.0175612318","0.0392681082","True","56573969.83736384","43289.9609400248","Earth"
"3258074","(2004 UR1)","2004","20.5","0.2111324448","0.4721064988","True","2647575.010015233","50680.3836072942","Earth"
"2612856","612856 (2004 TP1)","2004","20.75","0.1881719895","0.42076536","True","50469084.6047215","74460.1902582139","Earth"
"54215205","(2021 VH)","2021","29.64","0.0031372922","0.0070151987","True","59903163.247339986","64017.3506168416","Earth"
"3671131","(2014 JN57)","2014","20.63","0.1988634532","0.4446721997","True","39623242.70982911","55988.4506599595","Earth"
"3735496","(2015 WN2)","2015","23.2","0.0608912622","0.1361570015","True","47136176.84419091","55945.0330548844","Earth"
"3591465","(2011 YW1)","2011","19.75","0.2982325052","0.6668681546","True","47806019.57301584","67303.9620827968","Earth"
"2250680","250680 (2005 QC5)","2005","19.63","0.3151773333","0.7047579421","True","32233824.67018406","62250.7384251788","Earth"
"2302169","302169 (2001 TD45)","2001","20.0","0.2658","0.5943468684","True","73215439.67607662","126004.0237576312","Earth"
"3773650","(2017 FH128)","2017","21.68","0.1226182113","0.2741826558","True","29333849.390526935","56654.2005792422","Earth"
"3523942","(2010 JM151)","2010","19.72","0.3023813326","0.6761452148","True","63117421.78065851","73219.6634228885","Earth"
"3704151","(2015 BC4)","2015","24.7","0.0305179233","0.0682401509","True","8448089.493460234","26727.4893775622","Earth"
"3375696","(2007 HX82)","2007","20.6","0.2016299194","0.4508582062","True","46213946.501703896","19885.1151943097","Earth"
"3125003","(2002 JE9)","2002","21.4","0.1394938229","0.3119176705","True","67923891.56884152","95053.9970271341","Earth"
"3253644","(2004 SB1)","2004","20.53","0.208235599","0.4656289548","True","69544529.5007221","38320.7120912837","Earth"
"2111253","111253 (2001 XU10)","2001","15.28","2.3364418497","5.2244428015","True","44107281.18692413","93598.9247293704","Earth"
"3776117","(2017 MN7)","2017","21.53","0.1313877806","0.2937920088","True","57475766.12807438","83437.570822738","Earth"
"2164400","164400 (2005 GN59)","2005","17.34","0.9048049682","2.0232054153","True","64612618.248356074","81258.1763828058","Earth"
"3573153","(2011 OK5)","2011","21.24","0.1501602479","0.3357685218","True","35089491.28975545","25436.0955509159","Earth"
"3676115","(2014 ON207)","2014","23.2","0.0608912622","0.1361570015","True","27715751.795036606","18102.7948607109","Earth"
"54106739","(2021 AF8)","2021","20.22","0.2401900301","0.5370812349","True","25051070.98665665","49080.3946956187","Earth"
"54356388","(2023 HJ4)","2023","26.96","0.0107784169","0.0241012728","True","47650122.06191121","34088.6378631917","Earth"
"3597095","(2012 BB124)","2012","21.09","0.1608996045","0.3597824532","True","5972995.262514238","34799.76674666","Earth"
"2154269","154269 (2002 SM)","2002","17.87","0.708851033","1.5850390958","True","34516923.094879106","38929.829996461","Earth"
"3553169","(2010 XC15)","2010","21.48","0.1344481952","0.3006353038","True","74495835.72797915","56304.9066644572","Earth"
"54412459","(2023 XG)","2023","26.06","0.0163137941","0.0364787526","True","56627645.35864261","48812.0304828676","Earth"
"54147136","(2021 KP1)","2021","25.4","0.022108281","0.0494356193","True","51674151.12789872","43053.3600163434","Earth"
"3837719","(2019 AP6)","2019","21.2","0.1529519353","0.3420109247","True","12595569.070458304","45064.9939306702","Earth"
"3720440","(2015 KJ122)","2015","21.98","0.1067959975","0.2388031102","True","53480938.8655066","60140.8164324229","Earth"
"54408397","(2023 WK3)","2023","20.58","0.2034955781","0.4550299458","True","26324828.244123463","53573.4310937555","Earth"
"3837719","(2019 AP6)","2019","21.2","0.1529519353","0.3420109247","True","27584430.83536684","57312.5646749231","Earth"
"2099248","99248 (2001 KY66)","2001","16.55","1.3018321019","2.9109850751","True","34911482.55523419","54529.2795576337","Earth"
"3991613","(2020 DK)","2020","26.06","0.0163137941","0.0364787526","True","3409278.520350678","35530.7870560932","Earth"
"3776010","(2017 MV2)","2017","20.9","0.1756123185","0.3926810818","True","50469858.47450301","60493.8077238676","Earth"
"2525484","525484 (2005 GL)","2005","21.3","0.1460679643","0.3266178974","True","67730952.59289956","33031.7176758384","Earth"
"3836942","(2018 YH)","2018","21.7","0.1214940408","0.2716689341","True","61021792.68970311","30730.2087422298","Earth"
"3788032","(2017 UR5)","2017","28.7","0.0048367649","0.0108153351","True","63349132.320804305","31486.4788747051","Earth"
"3370167","(2007 EF)","2007","21.4","0.1394938229","0.3119176705","True","62645311.6372033","95312.9785364111","Earth"
"54390828","(2023 TY)","2023","29.15","0.0039314701","0.0087910344","True","540550.346191933","47371.5108470977","Earth"
"3654342","(2013 XF4)","2013","26.0","0.0167708462","0.0375007522","True","43181414.18005655","80726.747396152","Earth"
"3789484","(2017 WW1)","2017","29.7","0.0030517923","0.0068240151","True","18224567.666135784","44566.6590526316","Earth"
"3761197","(2016 UE)","2016","25.1","0.0253837029","0.0567596853","True","2004327.790518906","13706.5421285511","Earth"
"3703166","(2014 YS34)","2014","20.85","0.1797028549","0.4018277992","True","48689349.53257315","58266.4778953578","Earth"
"2164216","164216 (2004 OT11)","2004","17.29","0.9258805834","2.0703319235","True","65861727.611163825","91685.6327551766","Earth"
"54088806","(2020 VQ6)","2020","21.09","0.1608996045","0.3597824532","True","74287356.15130694","76984.1392225799","Earth"
"54075990","(2020 US3)","2020","26.1","0.0160160338","0.0358129403","True","29176107.87623753","42150.947878296","Earth"
"2365014","365014 (2008 OX2)","2008","20.1","0.2538370294","0.5675968529","True","74034452.52971186","122578.3196007188","Earth"
"2467309","467309 (1996 AW1)","1996","19.95","0.2719912773","0.6081909854","True","34687613.5913587","42422.519896852","Earth"
"54375849","(2023 OF2)","2023","21.21","0.152249185","0.3404395273","True","70737701.6169339","36270.3873103351","Earth"
"54336634","(2022 YB4)","2022","21.8","0.1160259082","0.2594418179","True","71522823.70143169","80124.1992185519","Earth"
"2612358","612358 (2002 JE9)","2002","21.4","0.1394938229","0.3119176705","True","55571706.758716576","51778.1747535782","Earth"
"2039572","39572 (1993 DQ1)","1993","16.56","1.2958507267","2.8976103136","True","37126032.42345528","51670.7334894542","Earth"
"2349507","349507 (2008 QY)","2008","18.5","0.5303407233","1.1858779086","True","73945894.5699752","43675.5840330744","Earth"
"2612856","612856 (2004 TP1)","2004","20.75","0.1881719895","0.42076536","True","6925872.254569029","35998.0236088382","Earth"
"2322775","322775 (2001 HA8)","2001","17.27","0.9344476509","2.0894884689","True","34102233.8947347","33988.7169086171","Earth"
"54098015","(2020 XG1)","2020","21.8","0.1160259082","0.2594418179","True","44900289.637294486","88339.9390316834","Earth"
"3547678","(2010 SA17)","2010","19.4","0.3503926411","0.7835017643","True","45329950.158434674","62443.8547773714","Earth"
"54267691","(2022 FJ4)","2022","18.8","0.4619074603","1.0328564805","True","61928754.28070921","97048.8212140696","Earth"
"3251889","(2004 RY109)","2004","19.12","0.3986162293","0.8913329856","True","66178736.05930344","47682.3771823702","Earth"
"3717082","(2015 HR11)","2015","20.91","0.1748054532","0.3908768761","True","13108706.205364216","61377.3375181164","Earth"
"2141593","141593 (2002 HK12)","2002","18.32","0.5761757511","1.2883681464","True","51132745.171649106","73725.0541935134","Earth"
"2363599","363599 (2004 FG11)","2004","21.04","0.1646474378","0.3681628631","True","17070219.637939986","97946.9724359113","Earth"
"54342225","(2023 DQ)","2023","21.79","0.1165614595","0.2606393469","True","2358333.093410997","82253.5073364935","Earth"
"2606367","606367 (2017 VB)","2017","16.81","1.1549281758","2.5824979103","True","71534508.77609761","110362.0031110962","Earth"
"3714553","(2015 FT118)","2015","20.6","0.2016299194","0.4508582062","True","70855032.9617102","39698.0976586046","Earth"
"2265196","265196 (2004 BW58)","2004","18.84","0.453476699","1.0140047252","True","27516967.92559526","32380.6020464881","Earth"
"3719175","(2015 JV)","2015","21.4","0.1394938229","0.3119176705","True","21308180.83872525","36968.4399275348","Earth"
"2418849","418849 (2008 WM64)","2008","20.47","0.2140695897","0.4786741544","True","21678377.762358285","62319.4910765694","Earth"
"2001620","1620 Geographos (1951 RA)","1951","15.27","2.3472263753","5.2485577338","True","28668594.858294483","60254.7456976294","Earth"
"3825155","(2018 LO3)","2018","25.51","0.0210162379","0.0469937366","True","37614520.40708002","21508.6021094091","Earth"
"2482650","482650 (2013 BK18)","2013","19.68","0.3080030213","0.6887156928","True","49449300.41410282","61334.6371490095","Earth"
"3592307","(2012 AO10)","2012","24.6","0.0319561887","0.0714562102","True","74586414.73997973","27360.7927031747","Earth"
"3346460","(2006 SS134)","2006","21.48","0.1344481952","0.3006353038","True","11723980.868199851","55241.161376719","Earth"
"3177204","(2004 FW1)","2004","21.02","0.1661709017","0.3715694322","True","64371978.63022402","62260.2595432606","Earth"
"2415713","415713 (1998 XX2)","1998","20.0","0.2658","0.5943468684","True","63506546.93382818","39712.9541997179","Earth"
"2153814","153814 (2001 WN5)","2001","18.29","0.5841911542","1.3062911326","True","56465965.12691334","76403.3056218605","Earth"
"3802579","(2018 GE4)","2018","22.16","0.0983003302","0.2198062205","True","51269001.155613154","11928.2185336127","Earth"
"2035396","35396 (1997 XF11)","1997","17.01","1.0533070151","2.3552660868","True","2296645.783405443","49062.1332504067","Earth"
"3035252","(2000 KA)","2000","21.75","0.1187284988","0.2654849942","True","42887810.2438795","44111.72431309","Earth"
"54380898","(2023 RS2)","2023","24.03","0.0415484643","0.0929051906","True","33398289.792890944","33253.5860464598","Earth"
"3674830","(2014 MS67)","2014","21.2","0.1529519353","0.3420109247","True","47765125.75358902","89594.8069695944","Earth"
"3843622","(2019 QU2)","2019","22.14","0.0992098919","0.2218400624","True","55045077.750950254","58068.3088262934","Earth"
"3892280","(2019 VV)","2019","25.33","0.0228325794","0.0510551996","True","43901832.74733406","32075.5308547724","Earth"
"3760086","(2016 TH)","2016","29.4","0.0035039264","0.0078350176","True","21424031.94249747","16568.7806747004","Earth"
"2401954","401954 (2002 RW25)","2002","18.89","0.4431543091","0.9909231597","True","54635263.03284214","41537.1412381309","Earth"
"3825425","(2018 MV4)","2018","20.86","0.1788771952","0.3999815682","True","71040809.99946503","70577.2666634422","Earth"
"3572706","(2011 OB)","2011","19.41","0.3487827332","0.7799019007","True","68771288.7034565","90333.7008937913","Earth"
"3435541","(2008 UC202)","2008","28.3","0.0058150704","0.0130028927","True","68339635.13477369","56503.9062067169","Earth"
"3836201","(2018 VL7)","2018","20.92","0.1740022951","0.38908096","True","40319879.31475825","25037.4702802749","Earth"
"3741975","(2016 CC30)","2016","20.04","0.2609486033","0.5834988155","True","69228657.86175638","92266.2037161702","Earth"
"3838912","(2019 DD2)","2019","21.16","0.1557955241","0.3483693825","True","46025514.50567081","76450.7507901552","Earth"
"2337084","337084 (1998 SE36)","1998","19.76","0.2968622513","0.6638041738","True","67051501.19288454","18727.1497040494","Earth"
"54244194","(2022 BH7)","2022","20.97","0.1700415193","0.3802243961","True","6320396.731992836","87624.6637241387","Earth"
"3369614","(2007 DS84)","2007","20.8","0.1838886721","0.411187571","True","4572647.419785774","27149.9568509244","Earth"
"3307228","(2005 XT77)","2005","21.41","0.138852907","0.310484539","True","5136659.095211298","36787.015880181","Earth"
"3371146","(2007 ED125)","2007","21.14","0.1572370824","0.3515928047","True","28899299.12836772","42225.3309998837","Earth"
"2162567","162567 (2000 RW37)","2000","19.97","0.2694976463","0.602615057","True","16025326.731383484","28532.9463088775","Earth"
"54054747","(2020 TF)","2020","21.69","0.1220548318","0.2729229009","True","69933094.0957131","32953.0530949501","Earth"
"2326290","326290 Akhenaten (1998 HE3)","1998","21.83","0.1144339731","0.2558821427","True","58008546.85457148","90108.2560573343","Earth"
"3825597","(2018 NG2)","2018","21.66","0.1237527837","0.2767196367","True","49765562.20431349","33789.6291253338","Earth"
"3781915","(2017 SW17)","2017","24.5","0.0334622374","0.0748238376","True","7562852.968888926","42488.7220883776","Earth"
"2365424","365424 (2010 KX7)","2010","21.91","0.1102947845","0.2466266358","True","30461665.982161857","43570.9766564496","Earth"
"3311964","(2006 AM4)","2006","21.8","0.1160259082","0.2594418179","True","61035965.023435","52305.2065989612","Earth"
"3767037","(2017 BD29)","2017","21.7","0.1214940408","0.2716689341","True","34082279.857643686","23753.3946768046","Earth"
"54438675","(2024 HM2)","2024","24.21","0.0382432662","0.0855145429","True","53442448.12642431","132103.45691847","Earth"
"54235471","(2022 AC1)","2022","20.97","0.1700415193","0.3802243961","True","20083195.478835836","55288.6643571242","Earth"
"3616695","(2012 VL6)","2012","20.66","0.1961349444","0.4385710684","True","39124185.80124653","51708.2854065822","Earth"
"3721137","(2015 LE21)","2015","24.75","0.0298232505","0.0666868155","True","70849077.51538485","57284.2869465384","Earth"
"54075550","(2020 UF2)","2020","21.73","0.1198270801","0.2679414966","True","31273362.632286448","55961.6125084628","Earth"
"3292769","(2005 TS15)","2005","21.03","0.1654074158","0.3698622257","True","52193251.30870176","63469.2727320358","Earth"
"3588013","(2011 WL2)","2011","20.7","0.1925550782","0.4305662442","True","38789742.28983031","65610.769605786","Earth"
"3709286","(2002 LX64)","2002","21.2","0.1529519353","0.3420109247","True","10857517.35041527","56635.473563788","Earth"
"2004034","4034 Vishnu (1986 PA)","1986","18.52","0.5254785303","1.1750057146","True","21620139.04229112","45117.4895258735","Earth"
"2008176","8176 (1991 WA)","1991","17.02","1.0484675089","2.3444446221","True","40768313.51587558","102061.783635007","Earth"
"2666729","666729 (2010 TV149)","2010","18.72","0.4792421155","1.071617948","True","72517365.91432996","93639.5850884447","Earth"
"2310442","310442 (2000 CH59)","2000","19.82","0.2887719308","0.6457136672","True","22795752.15339104","60681.0940002007","Earth"
"2152685","152685 (1998 MZ)","1998","19.34","0.3602093458","0.8054525833","True","55148565.06948015","57878.7429340433","Earth"
"3608669","(2012 RV16)","2012","19.63","0.3151773333","0.7047579421","True","18998664.013619896","58091.2306982806","Earth"
"3405148","(2008 EA8)","2008","22.34","0.0904804968","0.2023205415","True","67111150.38150921","54069.8806664752","Earth"
"2242450","242450 (2004 QY2)","2004","14.65","3.122877701","6.9829668249","True","29011707.940271873","98676.4582969376","Earth"
"3523945","(2010 KQ10)","2010","21.64","0.1248978541","0.2792800919","True","6418245.691842649","58485.0907801328","Earth"
"3831866","(2018 TJ6)","2018","23.54","0.0520660914","0.1164233197","True","74407429.11640759","31892.8119043489","Earth"
"2374158","374158 (2004 UL)","2004","18.67","0.4904050984","1.0965791366","True","41922861.46666485","101920.3818144476","Earth"
"3735599","(2015 WA13)","2015","26.1","0.0160160338","0.0358129403","True","59054412.386639565","15645.4466580778","Earth"
"3761747","(2016 UO41)","2016","24.4","0.0350392641","0.0783501764","True","36305187.69902253","32851.9758047971","Earth"
"3550466","(2010 VZ11)","2010","25.6","0.0201629919","0.0450858206","True","14777126.414992578","13838.4032516126","Earth"
"3838929","(2019 EW1)","2019","27.1","0.0101054342","0.0225964377","True","45522865.66247081","36279.9816745115","Earth"
"54306601","(2022 SB6)","2022","22.66","0.0780827277","0.1745982871","True","51232722.05648116","37139.837668448","Earth"
"3733138","(2015 VK1)","2015","26.6","0.0127219879","0.0284472297","True","5959756.494290079","56884.928196974","Earth"
"2480820","480820 (1998 VF32)","1998","20.97","0.1700415193","0.3802243961","True","71024622.23834914","81619.9884096275","Earth"
"2378160","378160 (2006 WX1)","2006","19.68","0.3080030213","0.6887156928","True","41405915.779425755","28387.5441172204","Earth"
"3653689","(2013 VE13)","2013","21.05","0.1638909515","0.3664713084","True","37869323.966503456","58049.0204809234","Earth"
"2345646","345646 (2006 TN)","2006","19.74","0.2996090839","0.6699462782","True","18549986.86556169","35624.4870638192","Earth"
"2363599","363599 (2004 FG11)","2004","21.04","0.1646474378","0.3681628631","True","55738074.74442081","127762.0495154147","Earth"
"2175921","175921 (2000 DM1)","2000","18.32","0.5761757511","1.2883681464","True","68291186.32371612","44963.7687168552","Earth"
"2612050","612050 (1997 GL3)","1997","19.14","0.3949616937","0.8831611957","True","63247843.67208937","132591.7761515388","Earth"
"3905989","(2019 XE1)","2019","19.7","0.3051792326","0.6824015094","True","46609549.885915406","77601.5361687906","Earth"
"3986841","(2020 BK3)","2020","26.9","0.0110803882","0.0247765013","True","45563608.92660126","68593.8718420675","Earth"
"3672903","(2014 KO76)","2014","23.9","0.04411182","0.0986370281","True","13063817.40473862","51427.9616055458","Earth"
"54387140","(2023 SL5)","2023","28.79","0.0046403953","0.0103762393","True","46219671.80666603","81667.8175958946","Earth"
"2365014","365014 (2008 OX2)","2008","20.1","0.2538370294","0.5675968529","True","52641904.491181195","41842.7344499735","Earth"
"3713990","(2015 FE35)","2015","19.54","0.3285148278","0.7345814866","True","65473899.680964075","132982.2494166701","Earth"
"54095182","(2020 WA5)","2020","21.78","0.1170994827","0.2618424035","True","11094513.18330816","26196.4945185661","Earth"
"3753473","(2016 JN34)","2016","20.4","0.2210828104","0.4943561926","True","63360731.915247306","86956.0430450634","Earth"
"2612227","612227 (2001 QC34)","2001","20.2","0.2424124811","0.5420507863","True","46467492.04775915","20360.7739380578","Earth"
"54115842","(2021 CF6)","2021","23.79","0.0464039528","0.1037623929","True","1610691.588378321","30057.7677914957","Earth"
"3714590","(2015 FU284)","2015","28.3","0.0058150704","0.0130028927","True","27677942.77344791","91049.2872100672","Earth"
"2464798","464798 (2004 JX20)","2004","19.37","0.3552670883","0.7944013596","True","17464999.126842257","25982.1954006649","Earth"
"3767007","(2017 BQ6)","2017","21.4","0.1394938229","0.3119176705","True","50011383.30923065","68577.1817425762","Earth"
"3536126","(2010 MU111)","2010","18.41","0.5527833794","1.2360612132","True","13623903.512377048","95190.3331997422","Earth"
"3841531","(2019 HN)","2019","20.51","0.2101623793","0.4699373665","True","14006741.171789128","100112.3702095183","Earth"
"2163697","163697 (2003 EF54)","2003","20.08","0.2561857545","0.5728487619","True","69480536.33402772","91521.6114622288","Earth"
"3638380","(2013 JL22)","2013","21.3","0.1460679643","0.3266178974","True","54636380.693488695","36622.286210047","Earth"
"3553704","(2010 XA68)","2010","21.9","0.1108038821","0.2477650126","True","36527188.75397363","122483.7170468017","Earth"
"2452807","452807 (2006 KV89)","2006","21.52","0.131994239","0.2951480911","True","58941122.054326646","27147.9021439327","Earth"
"54373236","(2023 LV1)","2023","21.38","0.1407845434","0.3148038092","True","28996336.609531503","64232.9127146282","Earth"
"3428255","(2008 SD85)","2008","23.09","0.0640552863","0.1432319745","True","62605684.92669517","74576.7127822601","Earth"
"2380818","380818 (2005 YV128)","2005","20.67","0.1952337862","0.4365560173","True","61296376.408613265","49620.6967136832","Earth"
"3733857","(2015 VO64)","2015","26.3","0.0146067964","0.0326617897","True","48077626.87774469","52017.9860223198","Earth"
"54416580","(2023 XY10)","2023","21.23","0.1508533561","0.3373183589","True","64804969.87314082","127289.9638980382","Earth"
"2592968","592968 (2015 FV118)","2015","21.68","0.1226182113","0.2741826558","True","55150584.77536323","47821.6829384114","Earth"
"2396593","396593 (2001 HC)","2001","19.07","0.407901194","0.912094798","True","30644276.272365384","52334.9152852514","Earth"
"2517681","517681 (2015 DE198)","2015","18.86","0.4493191996","1.004708274","True","40596247.58665964","66007.3683083764","Earth"
"2456938","456938 (2007 YV56)","2007","21.02","0.1661709017","0.3715694322","True","43219224.129152045","46607.7139050805","Earth"
"54051296","(2020 QC3)","2020","19.37","0.3552670883","0.7944013596","True","72614442.21614102","43944.5626134631","Earth"
"3591267","(2011 XS2)","2011","18.21","0.6061149227","1.3553141694","True","24936512.54311932","117618.9139159301","Earth"
"2523605","523605 (2004 RX10)","2004","21.49","0.1338304618","0.2992540101","True","65093623.58588","83649.3902072597","Earth"
"2471323","471323 (2011 KW15)","2011","19.39","0.3520099801","0.7871182442","True","71695417.80088745","55528.9787331418","Earth"
"3785706","(2017 SY32)","2017","21.11","0.1594244681","0.3564839479","True","51583920.99309077","49444.4593663315","Earth"
"54177976","(2021 PT)","2021","21.87","0.1123453177","0.2512117673","True","46597803.40132386","25548.6934931325","Earth"
"3607667","(2012 PP28)","2012","19.27","0.3720103103","0.8318403423","True","13617370.81275074","54370.1968939199","Earth"
"2613403","613403 (2006 GB)","2006","20.23","0.2390864572","0.5346135707","True","28492288.353056587","26005.4153655206","Earth"
"3644702","(2013 NV)","2013","20.15","0.2480589932","0.5546767711","True","61764642.48520096","111504.8454061302","Earth"
"2277475","277475 (2005 WK4)","2005","20.22","0.2401900301","0.5370812349","True","33178203.500917125","21948.7781051418","Earth"
"3766440","(2017 AO13)","2017","23.19","0.0611723235","0.1367854737","True","13995503.31995558","27526.0993461479","Earth"
"3724111","(2015 NA14)","2015","22.0","0.1058168859","0.2366137501","True","23726031.160479795","21234.106785102","Earth"
"54276734","(2022 HE3)","2022","25.32","0.0229379698","0.0512908597","True","46643038.04230532","69156.0385365046","Earth"
"2420210","420210 (2011 HF)","2011","20.44","0.2170475943","0.4853331752","True","62671501.7363042","18692.6680991503","Earth"
"3445602","(2009 CS)","2009","19.7","0.3051792326","0.6824015094","True","13663916.499545308","42472.6766648716","Earth"
"3449054","(2009 DL46)","2009","21.99","0.1063053145","0.2377059096","True","19444960.341496628","27184.5968361569","Earth"
"3368861","(2007 DY40)","2007","21.1","0.160160338","0.358129403","True","74117227.34994984","114822.50650452","Earth"
"3785686","(2017 TG2)","2017","21.67","0.1231841913","0.2754482254","True","55867434.879929125","64303.5720118464","Earth"
"2434053","434053 (2001 UP27)","2001","20.72","0.1907897226","0.4266187892","True","58005879.10567535","47421.9397989518","Earth"
"3802120","(2018 FO5)","2018","20.53","0.208235599","0.4656289548","True","66630573.6867622","81295.458944044","Earth"
"2434188","434188 (2003 AD23)","2003","19.09","0.4041615334","0.9037326626","True","48469973.27696971","111644.6808410946","Earth"
"2329571","329571 (2002 VC92)","2002","18.98","0.425162524","0.9506923052","True","39465830.72972774","63779.4155870136","Earth"
"3771628","(2017 FW2)","2017","25.6","0.0201629919","0.0450858206","True","5219408.723167975","47485.3487856178","Earth"
"3515377","(2010 GU21)","2010","21.14","0.1572370824","0.3515928047","True","37294945.697239265","63330.0798552109","Earth"
"54166590","(2021 MU2)","2021","19.67","0.3094246986","0.69189466","True","74748488.62354411","106680.7910295882","Earth"
"3669359","(2014 HK129)","2014","21.1","0.160160338","0.358129403","True","2569143.240340153","41680.2506701889","Earth"
"3709711","(2015 BP515)","2015","21.07","0.1623883902","0.3631114793","True","74503382.05789322","27058.2670726728","Earth"
"54136754","(2021 GQ7)","2021","24.88","0.0280902094","0.0628116177","True","55562152.51123159","19355.4180977561","Earth"
"3703314","(2015 AH)","2015","21.58","0.1283970296","0.2871044863","True","68584188.0387077","76276.6425695941","Earth"
"2496816","496816 (1989 UP)","1989","20.54","0.2072788434","0.4634895841","True","8218714.041427061","30440.5586237856","Earth"
